4584.000000	3052.000000	94.000000	
4583.000000	3052.192383	94.000000	
4582.000000	3052.407471	94.000000	
4581.000000	3052.666748	94.000000	
4580.100098	3053.000000	94.000000	
4580.000000	3053.035645	94.000000	
4579.000000	3053.518555	94.000000	
4578.187500	3054.000000	94.000000	
4578.000000	3054.130371	94.000000	
4577.000000	3054.826172	94.000000	
4576.750000	3055.000000	94.000000	
4576.000000	3055.545410	94.000000	
4575.523926	3056.000000	94.000000	
4575.000000	3056.578857	94.000000	
4574.619141	3057.000000	94.000000	
4574.000000	3057.684326	94.000000	
4573.727051	3058.000000	94.000000	
4573.000000	3058.941162	94.000000	
4572.956543	3059.000000	94.000000	
4572.333496	3060.000000	94.000000	
4572.000000	3060.666748	94.000000	
4571.856934	3061.000000	94.000000	
4571.500000	3062.000000	94.000000	
4571.143066	3063.000000	94.000000	
4571.000000	3063.399902	94.000000	
4570.792969	3064.000000	94.000000	
4570.620605	3065.000000	94.000000	
4570.517090	3066.000000	94.000000	
4570.448242	3067.000000	94.000000	
4570.379395	3068.000000	94.000000	
4570.379395	3069.000000	94.000000	
4570.379395	3070.000000	94.000000	
4570.464355	3071.000000	94.000000	
4570.629395	3072.000000	94.000000	
4570.919922	3073.000000	94.000000	
4571.000000	3073.250000	94.000000	
4571.250000	3074.000000	94.000000	
4571.625000	3075.000000	94.000000	
4572.000000	3076.000000	94.000000	
4572.000000	3076.000000	94.000000	
4572.439941	3077.000000	94.000000	
4572.956543	3078.000000	94.000000	
4573.000000	3078.071533	94.000000	
4573.590820	3079.000000	94.000000	
4574.000000	3079.600098	94.000000	
4574.272949	3080.000000	94.000000	
4575.000000	3080.888916	94.000000	
4575.100098	3081.000000	94.000000	
4576.000000	3081.857178	94.000000	
4576.149902	3082.000000	94.000000	
4577.000000	3082.809570	94.000000	
4577.181641	3083.000000	94.000000	
4578.000000	3083.899902	94.000000	
4578.105469	3084.000000	94.000000	
4579.000000	3084.772705	94.000000	
4579.333496	3085.000000	94.000000	
4580.000000	3085.434814	94.000000	
4580.928711	3086.000000	94.000000	
4581.000000	3086.047607	94.000000	
4582.000000	3086.681885	94.000000	
4582.538574	3087.000000	94.000000	
4583.000000	3087.272705	94.000000	
4584.000000	3087.818115	94.000000	
4584.333496	3088.000000	94.000000	
